company_name,funding_total_usd,funding_type,category,city,founded_year,data_source
DigitalNetworks,767057,Pre-seed,AI,Menlo Park,2019,Generated
TechApp,15332420,Series A,FinTech,San Mateo,2019,Generated
Luminar Networks,7438448,Series A,HealthTech,Redwood City,2024,Generated
CloudSystems,177793268,Series D,Cryptocurrency,Redwood City,2020,Generated
DataNetworks78,322061,Pre-seed,SaaS,Palo Alto,2020,Generated
QuantumHub64,2836518,Seed,Cybersecurity,Palo Alto,2024,Generated
MetaWorks13,64137149,Series C,Blockchain,Redwood City,2022,Generated
Zephyr App,668381,Pre-seed,CleanTech,Sunnyvale,2024,Generated
MetaPlatform16,295942,Pre-seed,AI,Redwood City,2020,Generated
DataAI,567065,Pre-seed,Robotics,Oakland,2022,Generated
Elysium Platform,18374542,Series A,Consumer Apps,Menlo Park,2020,Generated
TechPlatform,12513388,Series A,DevOps,Oakland,2024,Generated
MetaWorks65,3155260,Seed,MarTech,Redwood City,2018,Generated
Nexus AI81,32150090,Series C,Hardware,Berkeley,2019,Generated
NetLabs43,20072522,Series B,Cloud Infrastructure,South San Francisco,2023,Generated
NetLabs,469849,Pre-seed,Enterprise Software,Sunnyvale,2021,Generated
AIWorks,46877262,Series B,Robotics,San Jose,2022,Generated
MetaTech,300607848,Series E,Consumer Apps,Redwood City,2020,Generated
Aether Solutions61,973397,Pre-seed,Biotech,Menlo Park,2019,Generated
Stellar Hub,3449099,Seed,Data Analytics,San Francisco,2019,Generated
Atlas Systems86,205337574,Series E,SaaS,South San Francisco,2019,Generated
TechPlatform,19729104,Series A,FinTech,Palo Alto,2020,Generated
Aegis Solutions,83477355,Series D,MarTech,Palo Alto,2018,Generated
NetApp14,4313874,Seed,Biotech,San Jose,2024,Generated
Helios Works66,798253,Pre-seed,Cryptocurrency,Palo Alto,2022,Generated
CyberLabs33,30381737,Series C,Robotics,Redwood City,2018,Generated
DigitalTech,47237845,Series B,Biotech,Menlo Park,2020,Generated
Aether App,16786929,Series A,Enterprise Software,San Jose,2019,Generated
SmartNetworks94,152008727,Series D,CleanTech,Menlo Park,2020,Generated
DigitalNetworks,3609318,Seed,Robotics,Sunnyvale,2023,Generated
QuantumPlatform,2244791,Seed,Cloud Infrastructure,South San Francisco,2021,Generated
Zenith Platform,33304199,Series B,Cryptocurrency,South San Francisco,2018,Generated
CloudSolutions,4111659,Seed,Cybersecurity,San Francisco,2023,Generated
CyberAI30,2150652,Seed,IoT,Berkeley,2020,Generated
DataTech,63478408,Series C,Data Analytics,Berkeley,2024,Generated
QuantumAI,96968371,Series C,SaaS,Berkeley,2018,Generated
QuantumLabs,44631750,Series C,FinTech,San Francisco,2022,Generated
SmartHub,158857023,Series D,SaaS,South San Francisco,2021,Generated
Atlas Networks,376825,Pre-seed,FinTech,Berkeley,2023,Generated
NetLabs,84256488,Series C,AgTech,San Francisco,2019,Generated
CyberLabs13,79416105,Series D,MarTech,San Jose,2022,Generated
TechAI,5208862,Series A,MarTech,Mountain View,2023,Generated
Prism Hub,421616,Pre-seed,IoT,Palo Alto,2020,Generated
Aegis Networks,41453680,Series C,EdTech,South San Francisco,2022,Generated
CloudPlatform,30361649,Series C,Hardware,Berkeley,2023,Generated
CloudNetworks21,136727205,Series D,E-commerce,Berkeley,2019,Generated
DigitalApp17,40340126,Series B,AgTech,Palo Alto,2019,Generated
CyberAI,1512229,Seed,Cybersecurity,Redwood City,2023,Generated
TechWorks,47188151,Series C,AR/VR,San Mateo,2023,Generated
DataLabs,40271546,Series C,MarTech,Redwood City,2018,Generated
CyberTech,10028966,Series A,Consumer Apps,South San Francisco,2019,Generated
QuantumSolutions,4168779,Seed,Cybersecurity,Redwood City,2018,Generated
AILabs,272984539,Series E,Consumer Apps,Berkeley,2018,Generated
DigitalPlatform,244753377,Series E,Biotech,San Jose,2020,Generated
Prism AI87,819323,Pre-seed,SaaS,Redwood City,2024,Generated
NetAI,72469076,Series C,HealthTech,Sunnyvale,2020,Generated
MetaWorks,2211934,Seed,CleanTech,San Mateo,2021,Generated
DigitalWorks6,2852897,Seed,IoT,Mountain View,2021,Generated
Luminar AI,18078703,Series A,Gaming,San Mateo,2024,Generated
CloudAI,152896809,Series D,IoT,San Mateo,2022,Generated
NetWorks,24701832,Series B,MarTech,San Jose,2024,Generated
Prism Labs97,83761741,Series C,Cloud Infrastructure,Oakland,2019,Generated
DataNetworks66,85513629,Series D,Enterprise Software,Menlo Park,2018,Generated
TechApp2,129370635,Series D,Biotech,Oakland,2018,Generated
Quantum Hub,726335,Pre-seed,AgTech,Berkeley,2023,Generated
CyberHub90,17555652,Series A,CleanTech,San Mateo,2019,Generated
DataSolutions,143322105,Series D,AR/VR,San Jose,2023,Generated
QuantumAI,2767910,Seed,IoT,San Mateo,2022,Generated
CyberSolutions,15262040,Series B,Blockchain,San Francisco,2019,Generated
CyberTech,43740343,Series B,SaaS,South San Francisco,2019,Generated
SmartNetworks,48482457,Series C,SaaS,Mountain View,2024,Generated
DataSystems,76199087,Series C,Gaming,Berkeley,2024,Generated
AINetworks,29014314,Series B,E-commerce,Menlo Park,2023,Generated
AILabs,7625834,Series A,AR/VR,San Jose,2020,Generated
DigitalWorks,82893916,Series C,Enterprise Software,Oakland,2019,Generated
Atlas Solutions,489725140,Series E,FinTech,Redwood City,2018,Generated
DigitalAI,2182343,Seed,Cybersecurity,Redwood City,2024,Generated
QuantumSolutions,85033520,Series D,E-commerce,San Jose,2018,Generated
CloudTech,13933462,Series A,HealthTech,Berkeley,2018,Generated
SmartTech14,24194437,Series B,IoT,Oakland,2021,Generated
CloudNetworks,161803323,Series D,Hardware,Sunnyvale,2022,Generated
SmartSystems15,138318447,Series D,AR/VR,San Jose,2021,Generated
DigitalWorks6,90149873,Series C,Consumer Apps,Menlo Park,2019,Generated
DataWorks,18279333,Series A,Gaming,San Jose,2018,Generated
Luminar Works51,436924849,Series E,Cybersecurity,San Mateo,2018,Generated
CyberSolutions,109735442,Series D,Cryptocurrency,Mountain View,2022,Generated
TechWorks,931342,Pre-seed,Robotics,San Jose,2019,Generated
Prism Networks,161335058,Series D,PropTech,Sunnyvale,2023,Generated
NetApp,8447308,Series A,E-commerce,Mountain View,2023,Generated
CyberAI45,69994738,Series C,EdTech,Sunnyvale,2021,Generated
DigitalNetworks,11074485,Series A,MarTech,Berkeley,2022,Generated
Quantum Solutions,495528543,Series E,PropTech,Berkeley,2022,Generated
QuantumHub,361921198,Series E,Biotech,San Mateo,2023,Generated
QuantumTech,32321721,Series B,HealthTech,Berkeley,2024,Generated
SmartSystems,85471853,Series C,MarTech,Menlo Park,2019,Generated
Stellar Networks,40108730,Series B,Data Analytics,Oakland,2023,Generated
CloudApp,422808387,Series E,Blockchain,Mountain View,2019,Generated
Luminar Systems,7251261,Series A,Hardware,South San Francisco,2020,Generated
CyberNetworks68,162474612,Series D,Hardware,Redwood City,2020,Generated
CyberAI,50515307,Series C,Hardware,Mountain View,2021,Generated
CloudSolutions,65707827,Series C,Robotics,San Jose,2018,Generated
Prism Networks,197426,Pre-seed,Cryptocurrency,Palo Alto,2019,Generated
Helios Tech,172183289,Series E,Cryptocurrency,Oakland,2022,Generated
DigitalAI84,157896905,Series D,Hardware,San Jose,2024,Generated
DataWorks59,292164,Pre-seed,Cryptocurrency,Berkeley,2023,Generated
DigitalSolutions,2228109,Seed,Blockchain,Palo Alto,2019,Generated
CloudSystems,200612676,Series E,AI,San Jose,2018,Generated
CloudTech31,43714992,Series C,HealthTech,South San Francisco,2020,Generated
DigitalApp,14464278,Series A,HealthTech,San Mateo,2018,Generated
TechSystems,3160062,Seed,AI,Mountain View,2021,Generated
DigitalSolutions63,404560,Pre-seed,SaaS,Mountain View,2020,Generated
SmartAI,139558980,Series D,IoT,Menlo Park,2018,Generated
TechLabs,158429986,Series D,HealthTech,Sunnyvale,2020,Generated
Stellar App,48218642,Series B,EdTech,San Francisco,2024,Generated
NetSystems24,57249353,Series C,AgTech,San Mateo,2022,Generated
DigitalAI,188175010,Series D,Cybersecurity,Oakland,2024,Generated
SmartWorks54,229131374,Series E,AgTech,San Mateo,2023,Generated
Apex Works10,98384980,Series D,Blockchain,Redwood City,2024,Generated
Luminar Platform,6745756,Series A,Robotics,Redwood City,2023,Generated
Atlas App,14618571,Series A,AR/VR,Berkeley,2021,Generated
Nexus Solutions,120696145,Series E,EdTech,San Jose,2024,Generated
TechSystems,32810602,Series C,Gaming,Mountain View,2024,Generated
AIHub,494835814,Series E,EdTech,San Mateo,2019,Generated
Helios Platform,337689,Pre-seed,EdTech,Menlo Park,2023,Generated
Apex Works,39159528,Series B,Cybersecurity,Berkeley,2019,Generated
Atlas Systems,257388491,Series E,Blockchain,Redwood City,2019,Generated
Luminar AI,3597554,Seed,Biotech,Sunnyvale,2023,Generated
CyberWorks15,58827137,Series C,Cybersecurity,San Francisco,2023,Generated
NetNetworks14,449700,Pre-seed,Biotech,San Mateo,2019,Generated
DataPlatform,80211676,Series D,Data Analytics,Oakland,2021,Generated
Quantum Solutions,19013117,Series A,HealthTech,Sunnyvale,2020,Generated
Aether Platform,4842069,Seed,SaaS,Mountain View,2021,Generated
DigitalPlatform,19408766,Series A,FinTech,San Jose,2021,Generated
CyberNetworks,2056208,Seed,Hardware,Oakland,2023,Generated
NetSolutions35,3260618,Seed,IoT,Berkeley,2019,Generated
DigitalSystems,30613977,Series B,Cybersecurity,Sunnyvale,2021,Generated
Cipher AI95,6398334,Series A,Cloud Infrastructure,Redwood City,2019,Generated
DigitalApp,21223336,Series B,DevOps,Oakland,2024,Generated
TechAI59,85710765,Series C,HealthTech,Redwood City,2018,Generated
Elysium Tech97,1024466,Seed,DevOps,San Jose,2021,Generated
CloudLabs93,14712464,Series A,SaaS,San Jose,2020,Generated
AITech,715722,Pre-seed,Data Analytics,Palo Alto,2019,Generated
QuantumLabs,62270408,Series C,DevOps,Mountain View,2022,Generated
Zenith Works5,62643120,Series C,Gaming,Oakland,2018,Generated
Aegis Systems,93480025,Series D,Robotics,San Francisco,2018,Generated
Apex Networks9,112337997,Series D,HealthTech,Oakland,2022,Generated
MetaPlatform,4061737,Seed,AR/VR,Palo Alto,2022,Generated
Quantum Labs47,288604,Pre-seed,E-commerce,San Francisco,2018,Generated
NetHub,46789505,Series B,AR/VR,Oakland,2022,Generated
NetTech59,3138573,Seed,Cryptocurrency,Redwood City,2024,Generated
NetSystems,19848901,Series A,Cloud Infrastructure,Oakland,2023,Generated
CloudSystems,431991405,Series E,AI,San Mateo,2021,Generated
NetHub,18397100,Series A,Blockchain,Redwood City,2023,Generated
NetApp,3676713,Seed,SaaS,Menlo Park,2024,Generated
SmartWorks,132653706,Series E,Consumer Apps,South San Francisco,2020,Generated
QuantumNetworks74,18411068,Series B,SaaS,Mountain View,2018,Generated
DataPlatform,2126480,Seed,AI,San Mateo,2018,Generated
Zenith Works,421137238,Series E,IoT,Menlo Park,2018,Generated
Atlas Networks37,8907666,Series A,AgTech,Mountain View,2023,Generated
TechLabs,178464659,Series D,FinTech,Palo Alto,2018,Generated
QuantumSystems,609677,Pre-seed,Hardware,Menlo Park,2023,Generated
SmartHub,424298379,Series E,Consumer Apps,Oakland,2020,Generated
Nexus Platform,29258771,Series B,Consumer Apps,San Mateo,2021,Generated
DigitalSolutions30,10172662,Series A,Biotech,South San Francisco,2018,Generated
TechSolutions,3568957,Seed,Cryptocurrency,San Jose,2024,Generated
CyberWorks,19867908,Series A,AI,San Francisco,2024,Generated
MetaAI,661143,Pre-seed,IoT,San Jose,2023,Generated
CloudTech97,514002,Pre-seed,AI,Sunnyvale,2022,Generated
Nexus Solutions,7751665,Series A,IoT,Redwood City,2024,Generated
Atlas Systems24,36435858,Series C,DevOps,San Mateo,2021,Generated
TechLabs,174744277,Series D,FinTech,San Mateo,2022,Generated
AILabs,4668364,Seed,E-commerce,Berkeley,2023,Generated
MetaLabs,380712,Pre-seed,E-commerce,Sunnyvale,2022,Generated
SmartLabs,4401065,Seed,E-commerce,Menlo Park,2018,Generated
DataHub27,21054237,Series B,Data Analytics,San Mateo,2020,Generated
Nexus Labs,1724394,Seed,AI,Berkeley,2024,Generated
NetSolutions,36052208,Series C,HealthTech,San Francisco,2023,Generated
QuantumLabs,280907342,Series E,Blockchain,San Francisco,2018,Generated
SmartHub90,112716401,Series E,IoT,Redwood City,2022,Generated
DataWorks22,19433203,Series A,Robotics,San Francisco,2023,Generated
Quantum Solutions,1504635,Seed,CleanTech,Sunnyvale,2021,Generated
Atlas Tech,180306615,Series D,Enterprise Software,Palo Alto,2023,Generated
CyberApp70,853573,Pre-seed,AgTech,Menlo Park,2024,Generated
Elysium Systems,33626947,Series C,MarTech,Sunnyvale,2018,Generated
CloudPlatform,1978705,Seed,Robotics,Palo Alto,2021,Generated
Atlas Tech,387968708,Series E,AI,San Jose,2019,Generated
AINetworks,459845,Pre-seed,Robotics,South San Francisco,2020,Generated
Luminar App,618897,Pre-seed,Robotics,Palo Alto,2019,Generated
TechApp,3389466,Seed,Data Analytics,San Mateo,2022,Generated
Orion AI98,34581860,Series B,Blockchain,Menlo Park,2023,Generated
DataHub84,16204144,Series B,Gaming,Sunnyvale,2020,Generated
Helios Systems48,18728195,Series A,Blockchain,Menlo Park,2020,Generated
DataSystems93,560407,Pre-seed,PropTech,Palo Alto,2022,Generated
TechHub,214114830,Series E,Cryptocurrency,San Mateo,2018,Generated
Zephyr Solutions94,6580341,Series A,PropTech,Menlo Park,2022,Generated
Quantum Labs,4417191,Seed,Cryptocurrency,San Francisco,2020,Generated
NetWorks,31713032,Series C,PropTech,Palo Alto,2022,Generated
Elysium Networks,119792945,Series D,DevOps,San Mateo,2022,Generated
QuantumNetworks27,17633001,Series A,Data Analytics,Menlo Park,2024,Generated
DataApp,203586499,Series E,Enterprise Software,Redwood City,2018,Generated
AISolutions,323770980,Series E,MarTech,Menlo Park,2023,Generated
NetPlatform,87972591,Series D,AgTech,San Mateo,2024,Generated
CyberNetworks,198321949,Series D,Robotics,San Francisco,2024,Generated
CloudHub,132555603,Series E,MarTech,Palo Alto,2024,Generated
Stellar Networks,22195324,Series B,Gaming,Redwood City,2020,Generated
Luminar Networks,4677745,Seed,Blockchain,Mountain View,2020,Generated
QuantumWorks,127997619,Series D,E-commerce,Mountain View,2019,Generated
TechHub,48957523,Series C,Hardware,San Mateo,2018,Generated
QuantumHub,111987,Pre-seed,FinTech,San Francisco,2021,Generated
SmartHub,45305359,Series B,Consumer Apps,San Jose,2019,Generated
MetaApp,119446301,Series D,Biotech,Menlo Park,2019,Generated
SmartAI,309201424,Series E,PropTech,Sunnyvale,2024,Generated
CloudTech,17187454,Series B,Enterprise Software,Redwood City,2018,Generated
MetaSolutions24,250459151,Series E,Cryptocurrency,Menlo Park,2020,Generated
Luminar Solutions48,179519022,Series D,IoT,Sunnyvale,2022,Generated
Stellar Tech88,9261908,Series A,PropTech,Redwood City,2020,Generated
NetAI,1879044,Seed,Hardware,San Mateo,2018,Generated
Aether App,42402040,Series B,Enterprise Software,San Mateo,2023,Generated
CloudSystems,16286871,Series A,Enterprise Software,South San Francisco,2018,Generated
AIWorks,395443271,Series E,Robotics,Berkeley,2023,Generated
CloudHub,129595731,Series D,Hardware,South San Francisco,2023,Generated
NetApp,71619320,Series C,PropTech,Mountain View,2024,Generated
Helios Labs,41051369,Series B,HealthTech,Oakland,2024,Generated
Zenith Solutions50,49868800,Series B,Biotech,Palo Alto,2018,Generated
DataSolutions,356600789,Series E,Gaming,Palo Alto,2023,Generated
CyberWorks7,1890259,Seed,AI,Berkeley,2020,Generated
NetSystems90,67095546,Series C,Cloud Infrastructure,Palo Alto,2023,Generated
DigitalSystems93,30211962,Series B,Cryptocurrency,South San Francisco,2022,Generated
DigitalAI,4769866,Seed,Blockchain,San Mateo,2023,Generated
Elysium App4,258082085,Series E,PropTech,Palo Alto,2020,Generated
SmartTech,257623,Pre-seed,Enterprise Software,San Jose,2018,Generated
Luminar Solutions,72437986,Series C,Biotech,Palo Alto,2023,Generated
TechNetworks,396528813,Series E,Hardware,Mountain View,2023,Generated
DigitalSolutions38,32851261,Series B,Enterprise Software,Redwood City,2021,Generated
QuantumSystems,2030348,Seed,AI,Mountain View,2019,Generated
SmartNetworks,11562873,Series A,EdTech,San Mateo,2023,Generated
NetTech,33463182,Series B,Blockchain,San Francisco,2024,Generated
DataApp,596421,Pre-seed,Blockchain,Berkeley,2024,Generated
Atlas AI8,109035203,Series D,Data Analytics,South San Francisco,2022,Generated
Zephyr Networks,41994762,Series B,IoT,Sunnyvale,2024,Generated
Nexus Networks,306906176,Series E,Hardware,Menlo Park,2024,Generated
DigitalSystems81,17974103,Series B,DevOps,Oakland,2019,Generated
Luminar Works,43915278,Series C,E-commerce,Menlo Park,2021,Generated
TechAI,23328910,Series B,Gaming,South San Francisco,2021,Generated
NetPlatform,127366,Pre-seed,Data Analytics,San Jose,2022,Generated
Prism Labs80,120080496,Series E,PropTech,San Jose,2020,Generated
AIAI,421579,Pre-seed,DevOps,San Mateo,2023,Generated
CyberLabs,4082237,Seed,Robotics,Berkeley,2022,Generated
Aether Hub15,3948441,Seed,AgTech,San Mateo,2023,Generated
NetPlatform56,22805325,Series B,MarTech,South San Francisco,2018,Generated
Cipher Hub,2329812,Seed,PropTech,Sunnyvale,2020,Generated
DigitalAI,86022667,Series C,EdTech,South San Francisco,2021,Generated
Orion Hub,75194039,Series C,Hardware,San Jose,2019,Generated
Helios Hub,96498431,Series D,Hardware,Oakland,2018,Generated
DataPlatform,17783263,Series B,Biotech,Oakland,2022,Generated
SmartPlatform72,1247033,Seed,IoT,San Jose,2021,Generated
Elysium Solutions,65002354,Series C,AgTech,Palo Alto,2019,Generated
NetLabs,74405180,Series C,AgTech,Palo Alto,2024,Generated
AITech,923159,Pre-seed,DevOps,South San Francisco,2022,Generated
NetTech92,525915,Pre-seed,Data Analytics,Palo Alto,2018,Generated
SmartAI,326043,Pre-seed,Cryptocurrency,Menlo Park,2019,Generated
Quantum Tech,168685195,Series D,IoT,South San Francisco,2023,Generated
DataNetworks,4776926,Seed,Data Analytics,Berkeley,2024,Generated
CyberAI,440332687,Series E,SaaS,San Francisco,2023,Generated
CyberLabs,6580530,Series A,AI,Palo Alto,2022,Generated
Atlas Solutions,4054849,Seed,Enterprise Software,San Jose,2018,Generated
TechNetworks14,183943654,Series D,Cybersecurity,San Francisco,2018,Generated
Elysium Labs,2212459,Seed,Gaming,Mountain View,2020,Generated
Nexus Platform,45292568,Series B,Robotics,San Mateo,2024,Generated
MetaSolutions,47436165,Series B,AI,South San Francisco,2020,Generated
NetSolutions,79907392,Series C,Data Analytics,Palo Alto,2022,Generated
TechSolutions,414710255,Series E,AR/VR,Mountain View,2022,Generated
Nexus Systems73,82094099,Series D,AR/VR,Oakland,2018,Generated
DataAI,44470634,Series B,E-commerce,San Mateo,2024,Generated
TechSolutions,187983764,Series D,DevOps,Berkeley,2021,Generated
Cipher Networks,7498012,Series A,Blockchain,Berkeley,2022,Generated
Nexus AI84,478935172,Series E,Cloud Infrastructure,Mountain View,2019,Generated
MetaTech,71267783,Series C,MarTech,Mountain View,2020,Generated
CyberSolutions,156964056,Series D,Hardware,South San Francisco,2020,Generated
CyberTech67,414079647,Series E,FinTech,Sunnyvale,2021,Generated
TechSolutions,61099197,Series C,Cloud Infrastructure,Oakland,2024,Generated
DigitalSolutions,28355591,Series B,Robotics,South San Francisco,2018,Generated
Orion Tech,112052637,Series D,E-commerce,South San Francisco,2019,Generated
SmartApp,34698994,Series B,PropTech,Menlo Park,2023,Generated
CyberAI5,3848551,Seed,Blockchain,Palo Alto,2018,Generated
QuantumPlatform,33724101,Series B,AR/VR,San Jose,2024,Generated
Elysium Hub,1416115,Seed,IoT,Mountain View,2019,Generated
SmartLabs,4024123,Seed,FinTech,Mountain View,2021,Generated
CyberAI,4870858,Seed,PropTech,San Mateo,2021,Generated
Aegis Platform94,43985145,Series B,SaaS,Berkeley,2024,Generated
Atlas AI80,910867,Pre-seed,E-commerce,South San Francisco,2024,Generated
Elysium Solutions,669080,Pre-seed,Cybersecurity,San Mateo,2021,Generated
Zephyr App,3971380,Seed,AR/VR,Berkeley,2021,Generated
DataHub,9709147,Series A,AI,Mountain View,2022,Generated
DataHub12,678356,Pre-seed,Data Analytics,Mountain View,2018,Generated
Orion Systems,48530476,Series B,AI,Redwood City,2018,Generated
Apex AI,31804135,Series C,CleanTech,Sunnyvale,2024,Generated
QuantumTech9,108205242,Series D,AI,Palo Alto,2022,Generated
CloudTech,307635768,Series E,CleanTech,San Francisco,2021,Generated
NetSystems,182847347,Series D,EdTech,San Francisco,2018,Generated
MetaPlatform,461638,Pre-seed,Cloud Infrastructure,Menlo Park,2021,Generated
CyberTech60,14407694,Series A,Consumer Apps,Berkeley,2024,Generated
Aegis Labs,4180274,Seed,DevOps,Berkeley,2018,Generated
CloudPlatform29,80457718,Series D,Hardware,San Francisco,2020,Generated
NetSolutions57,4362529,Seed,E-commerce,San Jose,2020,Generated
CloudHub71,1736818,Seed,Cloud Infrastructure,Menlo Park,2021,Generated
DigitalWorks28,457978243,Series E,AgTech,San Francisco,2018,Generated
QuantumApp,29490668,Series B,Robotics,San Francisco,2020,Generated
DataPlatform,766006,Pre-seed,MarTech,Redwood City,2019,Generated
QuantumSystems11,77533545,Series C,Robotics,Mountain View,2020,Generated
QuantumLabs44,213365924,Series E,Blockchain,San Mateo,2024,Generated
TechSystems64,324104028,Series E,SaaS,Mountain View,2023,Generated
DataNetworks,8841992,Series A,Robotics,South San Francisco,2018,Generated
AILabs,175759601,Series D,E-commerce,Redwood City,2023,Generated
AIHub,22553530,Series B,Hardware,San Francisco,2018,Generated
DataNetworks50,381010819,Series E,Data Analytics,Sunnyvale,2019,Generated
DigitalAI62,4669413,Seed,SaaS,Mountain View,2020,Generated
Atlas Networks,131282122,Series D,E-commerce,San Mateo,2022,Generated
DigitalLabs,1326445,Seed,IoT,Redwood City,2020,Generated
Helios App13,136277691,Series E,E-commerce,Mountain View,2021,Generated
CyberWorks,5246489,Series A,MarTech,South San Francisco,2020,Generated
QuantumApp,70630533,Series C,HealthTech,Palo Alto,2023,Generated
TechPlatform,232938181,Series E,EdTech,Palo Alto,2024,Generated
QuantumApp,151106239,Series E,HealthTech,Palo Alto,2022,Generated
TechNetworks79,606590,Pre-seed,AgTech,Berkeley,2024,Generated
CloudAI,3585769,Seed,IoT,South San Francisco,2024,Generated
NetNetworks,18655958,Series A,MarTech,Oakland,2022,Generated
DigitalTech,944955,Pre-seed,Hardware,Palo Alto,2022,Generated
DigitalWorks8,6459462,Series A,SaaS,Menlo Park,2021,Generated
DigitalPlatform,52380721,Series C,IoT,Palo Alto,2021,Generated
TechAI47,4796445,Seed,AgTech,Berkeley,2021,Generated
Helios Systems90,50543937,Series C,Blockchain,Redwood City,2019,Generated
Helios Networks,49527685,Series B,Gaming,Palo Alto,2020,Generated
SmartTech86,195806959,Series D,MarTech,South San Francisco,2023,Generated
CyberWorks,29243546,Series B,Blockchain,Berkeley,2018,Generated
MetaSolutions,737209,Pre-seed,SaaS,Menlo Park,2023,Generated
DataTech,759598,Pre-seed,CleanTech,Palo Alto,2019,Generated
MetaTech96,1305873,Seed,AI,Palo Alto,2020,Generated
AIWorks45,308031060,Series E,Blockchain,Oakland,2021,Generated
TechApp,19188083,Series A,Cloud Infrastructure,Palo Alto,2019,Generated
SmartApp73,260414,Pre-seed,PropTech,Berkeley,2023,Generated
MetaAI,20825971,Series B,Biotech,Mountain View,2020,Generated
Quantum Hub,1284470,Seed,Robotics,Menlo Park,2024,Generated
Nexus Solutions,42652954,Series B,AI,San Mateo,2021,Generated
MetaPlatform,151183497,Series D,AgTech,Berkeley,2023,Generated
Orion Platform,85286909,Series C,Blockchain,Menlo Park,2021,Generated
Helios Hub,17360272,Series B,DevOps,South San Francisco,2024,Generated
CloudApp,18430507,Series A,CleanTech,Berkeley,2022,Generated
CyberApp,69280315,Series C,Enterprise Software,Berkeley,2019,Generated
CyberApp,2655569,Seed,PropTech,Redwood City,2018,Generated
CloudTech,51252601,Series C,AgTech,Sunnyvale,2023,Generated
CloudSystems,169061886,Series D,EdTech,Palo Alto,2019,Generated
AIPlatform,125395119,Series E,Enterprise Software,San Francisco,2024,Generated
NetWorks86,454145890,Series E,Consumer Apps,San Mateo,2020,Generated
CyberAI,44928709,Series B,PropTech,Oakland,2023,Generated
Helios Labs,4750967,Seed,Biotech,Oakland,2023,Generated
Luminar Platform51,66377845,Series C,IoT,South San Francisco,2021,Generated
MetaApp28,908543,Pre-seed,Hardware,Mountain View,2024,Generated
Quantum App84,361281,Pre-seed,Cloud Infrastructure,San Jose,2020,Generated
Aether Solutions,18059878,Series B,MarTech,Redwood City,2023,Generated
NetWorks75,47447801,Series B,Cybersecurity,San Jose,2020,Generated
SmartSolutions,159153985,Series D,AI,Berkeley,2020,Generated
DigitalHub,756446,Pre-seed,SaaS,Sunnyvale,2018,Generated
Helios Systems,685184,Pre-seed,FinTech,Berkeley,2018,Generated
CloudSolutions26,1320481,Seed,FinTech,Redwood City,2024,Generated
MetaSystems28,1891062,Seed,Robotics,Mountain View,2024,Generated
AIWorks,82214526,Series D,Cybersecurity,Menlo Park,2019,Generated
Zephyr Systems,2603485,Seed,FinTech,Oakland,2021,Generated
Aether Platform,168203558,Series D,FinTech,South San Francisco,2024,Generated
QuantumAI,39796247,Series B,AI,Mountain View,2020,Generated
NetLabs,177514148,Series D,EdTech,Menlo Park,2019,Generated
QuantumWorks,18666302,Series B,PropTech,San Jose,2023,Generated
CyberWorks86,71675720,Series C,Data Analytics,Oakland,2020,Generated
AIHub,15325575,Series A,DevOps,San Jose,2021,Generated
CloudNetworks,3527842,Seed,Consumer Apps,Palo Alto,2023,Generated
DigitalWorks,127796517,Series D,PropTech,Sunnyvale,2018,Generated
Zenith Platform,69828244,Series C,Cybersecurity,San Mateo,2018,Generated
AIAI,345237,Pre-seed,Cybersecurity,Redwood City,2020,Generated
Orion Systems20,4815605,Seed,Biotech,Berkeley,2023,Generated
Stellar AI85,24782654,Series B,Biotech,Palo Alto,2022,Generated
Stellar AI,84246176,Series D,Data Analytics,Oakland,2021,Generated
Prism Networks,106719,Pre-seed,Enterprise Software,Berkeley,2023,Generated
Elysium Works,20966949,Series B,Cloud Infrastructure,San Mateo,2019,Generated
DataApp,2461450,Seed,Biotech,Sunnyvale,2022,Generated
DataApp45,781007,Pre-seed,MarTech,Mountain View,2022,Generated
DigitalNetworks69,71097384,Series C,Enterprise Software,Oakland,2022,Generated
DigitalSystems,3424697,Seed,PropTech,Oakland,2018,Generated
QuantumTech,37715013,Series B,DevOps,Berkeley,2022,Generated
TechPlatform,830068,Pre-seed,FinTech,Palo Alto,2020,Generated
QuantumSystems,4772196,Seed,SaaS,South San Francisco,2021,Generated
CloudHub,8845933,Series A,PropTech,Oakland,2018,Generated
Prism Systems,86588897,Series C,AR/VR,Menlo Park,2022,Generated
NetWorks,41636923,Series C,AR/VR,Oakland,2024,Generated
SmartHub,164719105,Series D,Blockchain,South San Francisco,2023,Generated
NetPlatform,577026,Pre-seed,Gaming,South San Francisco,2018,Generated
Stellar Works,1434630,Seed,Biotech,San Mateo,2020,Generated
CyberTech,162903350,Series D,EdTech,Redwood City,2021,Generated
AIApp,9707106,Series A,Robotics,Berkeley,2024,Generated
CloudSolutions,25652558,Series B,CleanTech,Berkeley,2022,Generated
CloudHub,1708791,Seed,AgTech,Oakland,2023,Generated
Stellar Solutions,16084013,Series B,Cybersecurity,Sunnyvale,2024,Generated
MetaHub,4612436,Seed,Data Analytics,Berkeley,2024,Generated
DigitalApp,19468746,Series B,E-commerce,Sunnyvale,2019,Generated
DigitalWorks,99196942,Series D,Robotics,South San Francisco,2019,Generated
